index,name,type,height,weight,abilities,hidden_ability,hp,attack,defense,sp_atk,sp_def,speed
777,togedemaru-totem,electric / steel,0.6,13.0,iron-barbs / lightning-rod,sturdy,65,98,63,40,73,96
778,mimikyu-disguised,ghost / fairy,0.2,0.7,disguise,,55,90,80,50,105,96
779,bruxish,water / psychic,0.9,19.0,dazzling / strong-jaw,wonder-skin,68,105,70,70,70,92
780,drampa,normal / dragon,3.0,185.0,berserk / sap-sipper,cloud-nine,78,60,85,135,91,36
781,dhelmise,ghost / grass,3.9,210.0,steelworker,,70,131,100,86,90,40
782,jangmo-o,dragon,0.6,29.7,bulletproof / soundproof,overcoat,45,55,65,45,45,45
783,hakamo-o,dragon / fighting,1.2,47.0,bulletproof / soundproof,overcoat,55,75,90,65,70,65
784,kommo-o,dragon / fighting,1.6,78.2,bulletproof / soundproof,overcoat,75,110,125,100,105,85
784,kommo-o-totem,dragon / fighting,2.4,207.5,bulletproof / soundproof,overcoat,75,110,125,100,105,85
785,tapu-koko,electric / fairy,1.8,20.5,electric-surge,telepathy,70,115,85,95,75,130
786,tapu-lele,psychic / fairy,1.2,18.6,psychic-surge,telepathy,70,85,75,130,115,95
787,tapu-bulu,grass / fairy,1.9,45.5,grassy-surge,telepathy,70,130,115,85,95,75
788,tapu-fini,water / fairy,1.3,21.2,misty-surge,telepathy,70,75,115,95,130,85
789,cosmog,psychic,0.2,0.1,unaware,,43,29,31,29,31,37
790,cosmoem,psychic,0.1,999.9,sturdy,,43,29,131,29,131,37
791,solgaleo,psychic / steel,3.4,230.0,full-metal-body,,137,137,107,113,89,97
792,lunala,psychic / ghost,4.0,120.0,shadow-shield,,137,113,89,137,107,97
793,nihilego,rock / poison,1.2,55.5,beast-boost,,109,53,47,127,131,103
794,buzzwole,bug / fighting,2.4,333.6,beast-boost,,107,139,139,53,53,79
795,pheromosa,bug / fighting,1.8,25.0,beast-boost,,71,137,37,137,37,151
796,xurkitree,electric,3.8,100.0,beast-boost,,83,89,71,173,71,83
797,celesteela,steel / flying,9.2,999.9,beast-boost,,97,101,103,107,101,61
798,kartana,grass / steel,0.3,0.1,beast-boost,,59,181,131,59,31,109
799,guzzlord,dark / dragon,5.5,888.0,beast-boost,,223,101,53,97,53,43
800,necrozma,psychic,2.4,230.0,prism-armor,,97,107,101,127,89,79
800,necrozma-dusk,psychic / steel,3.8,460.0,prism-armor,,97,157,127,113,109,77
800,necrozma-dawn,psychic / ghost,4.2,350.0,prism-armor,,97,113,109,157,127,77
800,necrozma-ultra,psychic / dragon,7.5,230.0,neuroforce,,97,167,97,167,97,129
801,magearna,steel / fairy,1.0,80.5,soul-heart,,80,95,115,130,115,65
801,magearna-original,steel / fairy,1.0,80.5,soul-heart,,80,95,115,130,115,65
802,marshadow,fighting / ghost,0.7,22.2,technician,,90,125,80,90,90,125
803,poipole,poison,0.6,1.8,beast-boost,,67,73,67,73,67,73
804,naganadel,poison / dragon,3.6,150.0,beast-boost,,73,73,73,127,73,121
805,stakataka,rock / steel,5.5,820.0,beast-boost,,61,131,211,53,101,13
806,blacephalon,fire / ghost,1.8,13.0,beast-boost,,53,127,53,151,79,107
807,zeraora,electric,1.5,44.5,volt-absorb,,88,112,75,102,80,143
808,meltan,steel,0.2,8.0,magnet-pull,,46,65,65,55,35,34
809,melmetal,steel,2.5,800.0,iron-fist,,135,143,143,80,65,34
809,melmetal-gmax,steel,25.0,1000.0,iron-fist,,135,143,143,80,65,34
810,grookey,grass,0.3,5.0,overgrow,grassy-surge,50,65,50,40,40,65
811,thwackey,grass,0.7,14.0,overgrow,grassy-surge,70,85,70,55,60,80
812,rillaboom,grass,2.1,90.0,overgrow,grassy-surge,100,125,90,60,70,85
812,rillaboom-gmax,grass,28.0,1000.0,overgrow,grassy-surge,100,125,90,60,70,85
813,scorbunny,fire,0.3,4.5,blaze,libero,50,71,40,40,40,69
814,raboot,fire,0.6,9.0,blaze,libero,65,86,60,55,60,94
815,cinderace,fire,1.4,33.0,blaze,libero,80,116,75,65,75,119
815,cinderace-gmax,fire,27.0,1000.0,blaze,libero,80,116,75,65,75,119
816,sobble,water,0.3,4.0,torrent,sniper,50,40,40,70,40,70
817,drizzile,water,0.7,11.5,torrent,sniper,65,60,55,95,55,90
818,inteleon,water,1.9,45.2,torrent,sniper,70,85,65,125,65,120
818,inteleon-gmax,water,40.0,1000.0,torrent,sniper,70,85,65,125,65,120
819,skwovet,normal,0.3,2.5,cheek-pouch,gluttony,70,55,55,35,35,25
820,greedent,normal,0.6,6.0,cheek-pouch,gluttony,120,95,95,55,75,20
821,rookidee,flying,0.2,1.8,keen-eye / unnerve,big-pecks,38,47,35,33,35,57
822,corvisquire,flying,0.8,16.0,keen-eye / unnerve,big-pecks,68,67,55,43,55,77
823,corviknight,flying / steel,2.2,75.0,pressure / unnerve,mirror-armor,98,87,105,53,85,67
823,corviknight-gmax,flying / steel,14.0,1000.0,pressure / unnerve,mirror-armor,98,87,105,53,85,67
824,blipbug,bug,0.4,8.0,swarm / compound-eyes,telepathy,25,20,20,25,45,45
825,dottler,bug / psychic,0.4,19.5,swarm / compound-eyes,telepathy,50,35,80,50,90,30
826,orbeetle,bug / psychic,0.4,40.8,swarm / frisk,telepathy,60,45,110,80,120,90
826,orbeetle-gmax,bug / psychic,14.0,1000.0,swarm / frisk,telepathy,60,45,110,80,120,90
827,nickit,dark,0.6,8.9,run-away / unburden,stakeout,40,28,28,47,52,50
828,thievul,dark,1.2,19.9,run-away / unburden,stakeout,70,58,58,87,92,90
829,gossifleur,grass,0.4,2.2,cotton-down / regenerator,effect-spore,40,40,60,40,60,10
830,eldegoss,grass,0.5,2.5,cotton-down / regenerator,effect-spore,60,50,90,80,120,60
831,wooloo,normal,0.6,6.0,fluffy / run-away,bulletproof,42,40,55,40,45,48
832,dubwool,normal,1.3,43.0,fluffy / steadfast,bulletproof,72,80,100,60,90,88
833,chewtle,water,0.3,8.5,strong-jaw / shell-armor,swift-swim,50,64,50,38,38,44
834,drednaw,water / rock,1.0,115.5,strong-jaw / shell-armor,swift-swim,90,115,90,48,68,74
834,drednaw-gmax,water / rock,24.0,1000.0,strong-jaw / shell-armor,swift-swim,90,115,90,48,68,74
835,yamper,electric,0.3,13.5,ball-fetch,rattled,59,45,50,40,50,26
836,boltund,electric,1.0,34.0,strong-jaw,competitive,69,90,60,90,60,121
837,rolycoly,rock,0.3,12.0,steam-engine / heatproof,flash-fire,30,40,50,40,50,30
838,carkol,rock / fire,1.1,78.0,steam-engine / flame-body,flash-fire,80,60,90,60,70,50
839,coalossal,rock / fire,2.8,310.5,steam-engine / flame-body,flash-fire,110,80,120,80,90,30
839,coalossal-gmax,rock / fire,42.0,1000.0,steam-engine / flame-body,flash-fire,110,80,120,80,90,30
840,applin,grass / dragon,0.2,0.5,ripen / gluttony,bulletproof,40,40,80,40,40,20
841,flapple,grass / dragon,0.3,1.0,ripen / gluttony,hustle,70,110,80,95,60,70
841,flapple-gmax,grass / dragon,24.0,1000.0,ripen / gluttony,hustle,70,110,80,95,60,70
842,appletun,grass / dragon,0.4,13.0,ripen / gluttony,thick-fat,110,85,80,100,80,30
842,appletun-gmax,grass / dragon,24.0,1000.0,ripen / gluttony,thick-fat,110,85,80,100,80,30
843,silicobra,ground,2.2,7.6,sand-spit / shed-skin,sand-veil,52,57,75,35,50,46
844,sandaconda,ground,3.8,65.5,sand-spit / shed-skin,sand-veil,72,107,125,65,70,71
844,sandaconda-gmax,ground,22.0,1000.0,sand-spit / shed-skin,sand-veil,72,107,125,65,70,71
845,cramorant,flying / water,0.8,18.0,gulp-missile,,70,85,55,85,95,85
845,cramorant-gulping,flying / water,0.8,18.0,gulp-missile,,70,85,55,85,95,85
845,cramorant-gorging,flying / water,0.8,18.0,gulp-missile,,70,85,55,85,95,85
846,arrokuda,water,0.5,1.0,swift-swim,propeller-tail,41,63,40,40,30,66
847,barraskewda,water,1.3,30.0,swift-swim,propeller-tail,61,123,60,60,50,136
848,toxel,electric / poison,0.4,11.0,rattled / static,klutz,40,38,35,54,35,40
849,toxtricity-amped,electric / poison,1.6,40.0,punk-rock / plus,technician,75,98,70,114,70,75
850,sizzlipede,fire / bug,0.7,1.0,flash-fire / white-smoke,flame-body,50,65,45,50,50,45
851,centiskorch,fire / bug,3.0,120.0,flash-fire / white-smoke,flame-body,100,115,65,90,90,65
851,centiskorch-gmax,fire / bug,75.0,1000.0,flash-fire / white-smoke,flame-body,100,115,65,90,90,65
852,clobbopus,fighting,0.6,4.0,limber,technician,50,68,60,50,50,32
853,grapploct,fighting,1.6,39.0,limber,technician,80,118,90,70,80,42
854,sinistea,ghost,0.1,0.2,weak-armor,cursed-body,40,45,45,74,54,50
855,polteageist,ghost,0.2,0.4,weak-armor,cursed-body,60,65,65,134,114,70
856,hatenna,psychic,0.4,3.4,healer / anticipation,magic-bounce,42,30,45,56,53,39
857,hattrem,psychic,0.6,4.8,healer / anticipation,magic-bounce,57,40,65,86,73,49
858,hatterene,psychic / fairy,2.1,5.1,healer / anticipation,magic-bounce,57,90,95,136,103,29
858,hatterene-gmax,psychic / fairy,26.0,1000.0,healer / anticipation,magic-bounce,57,90,95,136,103,29
859,impidimp,dark / fairy,0.4,5.5,prankster / frisk,pickpocket,45,45,30,55,40,50
860,morgrem,dark / fairy,0.8,12.5,prankster / frisk,pickpocket,65,60,45,75,55,70
861,grimmsnarl,dark / fairy,1.5,61.0,prankster / frisk,pickpocket,95,120,65,95,75,60
861,grimmsnarl-gmax,dark / fairy,32.0,1000.0,prankster / frisk,pickpocket,95,120,65,95,75,60
862,obstagoon,dark / normal,1.6,46.0,reckless / guts,defiant,93,90,101,60,81,95
863,perrserker,steel,0.8,28.0,battle-armor / tough-claws,steely-spirit,70,110,100,50,60,50
864,cursola,ghost,1.0,0.4,weak-armor,perish-body,60,95,50,145,130,30
865,sirfetchd,fighting,0.8,117.0,steadfast,scrappy,62,135,95,68,82,65
866,mr-rime,ice / psychic,1.5,58.2,tangled-feet / screen-cleaner,ice-body,80,85,75,110,100,70
867,runerigus,ground / ghost,1.6,66.6,wandering-spirit,,58,95,145,50,105,30
868,milcery,fairy,0.2,0.3,sweet-veil,aroma-veil,45,40,40,50,61,34
869,alcremie,fairy,0.3,0.5,sweet-veil,aroma-veil,65,60,75,110,121,64
869,alcremie-gmax,fairy,30.0,1000.0,sweet-veil,aroma-veil,65,60,75,110,121,64
870,falinks,fighting,3.0,62.0,battle-armor,defiant,65,100,100,70,60,75
871,pincurchin,electric,0.3,1.0,lightning-rod,electric-surge,48,101,95,91,85,15
872,snom,ice / bug,0.3,3.8,shield-dust,ice-scales,30,25,35,45,30,20
873,frosmoth,ice / bug,1.3,42.0,shield-dust,ice-scales,70,65,60,125,90,65
874,stonjourner,rock,2.5,520.0,power-spot,,100,125,135,20,20,70
875,eiscue-ice,ice,1.4,89.0,ice-face,,75,80,110,65,90,50
876,indeedee-male,psychic / normal,0.9,28.0,inner-focus / synchronize,psychic-surge,60,65,55,105,95,95
877,morpeko-full-belly,electric / dark,0.3,3.0,hunger-switch,,58,95,58,70,58,97
878,cufant,steel,1.2,100.0,sheer-force,heavy-metal,72,80,49,40,49,40
879,copperajah,steel,3.0,650.0,sheer-force,heavy-metal,122,130,69,80,69,30
879,copperajah-gmax,steel,23.0,1000.0,sheer-force,heavy-metal,122,130,69,80,69,30
880,dracozolt,electric / dragon,1.8,190.0,volt-absorb / hustle,sand-rush,90,100,90,80,70,75
881,arctozolt,electric / ice,2.3,150.0,volt-absorb / static,slush-rush,90,100,90,90,80,55
882,dracovish,water / dragon,2.3,215.0,water-absorb / strong-jaw,sand-rush,90,90,100,70,80,75
883,arctovish,water / ice,2.0,175.0,water-absorb / ice-body,slush-rush,90,90,100,80,90,55
884,duraludon,steel / dragon,1.8,40.0,light-metal / heavy-metal,stalwart,70,95,115,120,50,85
884,duraludon-gmax,steel / dragon,43.0,1000.0,light-metal / heavy-metal,stalwart,70,95,115,120,50,85
885,dreepy,dragon / ghost,0.5,2.0,clear-body / infiltrator,cursed-body,28,60,30,40,30,82
886,drakloak,dragon / ghost,1.4,11.0,clear-body / infiltrator,cursed-body,68,80,50,60,50,102
887,dragapult,dragon / ghost,3.0,50.0,clear-body / infiltrator,cursed-body,88,120,75,100,75,142
888,zacian,fairy,2.8,110.0,intrepid-sword,,92,120,115,80,115,138
888,zacian-crowned,fairy / steel,2.8,355.0,intrepid-sword,,92,150,115,80,115,148
889,zamazenta,fighting,2.9,210.0,dauntless-shield,,92,120,115,80,115,138
889,zamazenta-crowned,fighting / steel,2.9,785.0,dauntless-shield,,92,120,140,80,140,128
890,eternatus,poison / dragon,20.0,950.0,pressure,,140,85,95,145,95,130
890,eternatus-eternamax,poison / dragon,100.0,0.0,pressure,,255,115,250,125,250,130
891,kubfu,fighting,0.6,12.0,inner-focus,,60,90,60,53,50,72
892,urshifu-single-strike,fighting / dark,1.9,105.0,unseen-fist,,100,130,100,63,60,97
893,zarude,dark / grass,1.8,70.0,leaf-guard,,105,120,105,70,95,105
893,zarude-dada,dark / grass,1.8,70.0,leaf-guard,,105,120,105,70,95,105
894,regieleki,electric,1.2,145.0,transistor,,80,100,50,100,50,200
895,regidrago,dragon,2.1,200.0,dragons-maw,,200,100,50,100,50,80
896,glastrier,ice,2.2,800.0,chilling-neigh,,100,145,130,65,110,30
897,spectrier,ghost,2.0,44.5,grim-neigh,,100,65,60,145,80,130
898,calyrex,psychic / grass,1.1,7.7,unnerve,,100,80,80,80,80,80
898,calyrex-ice,psychic / ice,2.4,809.1,as-one-glastrier,,100,165,150,85,130,50
898,calyrex-shadow,psychic / ghost,2.4,53.6,as-one-spectrier,,100,85,80,165,100,150
899,wyrdeer,normal / psychic,1.8,95.1,intimidate / frisk,sap-sipper,103,105,72,105,75,65
900,kleavor,bug / rock,1.8,89.0,swarm / sheer-force,sharpness,70,135,95,45,70,85
901,ursaluna,ground / normal,2.4,290.0,guts / bulletproof,unnerve,130,140,105,45,80,50
901,ursaluna-bloodmoon,ground / normal,2.4,290.0,minds-eye,,113,70,120,135,65,52
902,basculegion-male,water / ghost,3.0,110.0,swift-swim / adaptability,mold-breaker,120,112,65,80,75,78
903,sneasler,fighting / poison,1.3,43.0,pressure / unburden,poison-touch,80,130,60,40,80,120
904,overqwil,dark / poison,2.5,60.5,poison-point / swift-swim,intimidate,85,115,95,65,65,85
905,enamorus-incarnate,fairy / flying,1.6,48.0,cute-charm,contrary,74,115,70,135,80,106
906,sprigatito,grass,0.4,4.1,overgrow,protean,40,61,54,45,45,65
907,floragato,grass,0.9,12.2,overgrow,protean,61,80,63,60,63,83
908,meowscarada,grass / dark,1.5,31.2,overgrow,protean,76,110,70,81,70,123
909,fuecoco,fire,0.4,9.8,blaze,unaware,67,45,59,63,40,36
910,crocalor,fire,1.0,30.7,blaze,unaware,81,55,78,90,58,49
911,skeledirge,fire / ghost,1.6,326.5,blaze,unaware,104,75,100,110,75,66
912,quaxly,water,0.5,6.1,torrent,moxie,55,65,45,50,45,50
913,quaxwell,water,1.2,21.5,torrent,moxie,70,85,65,65,60,65
914,quaquaval,water / fighting,1.8,61.9,torrent,moxie,85,120,80,85,75,85
915,lechonk,normal,0.5,10.2,aroma-veil / gluttony,thick-fat,54,45,40,35,45,35
916,oinkologne-male,normal,1.0,120.0,lingering-aroma / gluttony,thick-fat,110,100,75,59,80,65
917,tarountula,bug,0.3,4.0,insomnia,stakeout,35,41,45,29,40,20
918,spidops,bug,1.0,16.5,insomnia,stakeout,60,79,92,52,86,35
919,nymble,bug,0.2,1.0,swarm,tinted-lens,33,46,40,21,25,45
920,lokix,bug / dark,1.0,17.5,swarm,tinted-lens,71,102,78,52,55,92
921,pawmi,electric,0.3,2.5,static / natural-cure,iron-fist,45,50,20,40,25,60
922,pawmo,electric / fighting,0.4,6.5,volt-absorb / natural-cure,iron-fist,60,75,40,50,40,85
923,pawmot,electric / fighting,0.9,41.0,volt-absorb / natural-cure,iron-fist,70,115,70,70,60,105
924,tandemaus,normal,0.3,1.8,run-away / pickup,own-tempo,50,50,45,40,45,75
925,maushold-family-of-four,normal,0.3,2.3,friend-guard / cheek-pouch,technician,74,75,70,65,75,111
926,fidough,fairy,0.3,10.9,own-tempo,klutz,37,55,70,30,55,65
927,dachsbun,fairy,0.5,14.9,well-baked-body,aroma-veil,57,80,115,50,80,95
928,smoliv,grass / normal,0.3,6.5,early-bird,harvest,41,35,45,58,51,30
929,dolliv,grass / normal,0.6,11.9,early-bird,harvest,52,53,60,78,78,33
930,arboliva,grass / normal,1.4,48.2,seed-sower,harvest,78,69,90,125,109,39
931,squawkabilly-green-plumage,normal / flying,0.6,2.4,intimidate / hustle,guts,82,96,51,45,51,92
932,nacli,rock,0.4,16.0,purifying-salt / sturdy,clear-body,55,55,75,35,35,25
933,naclstack,rock,0.6,105.0,purifying-salt / sturdy,clear-body,60,60,100,35,65,35
934,garganacl,rock,2.3,240.0,purifying-salt / sturdy,clear-body,100,100,130,45,90,35
935,charcadet,fire,0.6,10.5,flash-fire,flame-body,40,50,40,50,40,35
936,armarouge,fire / psychic,1.5,85.0,flash-fire,weak-armor,85,60,100,125,80,75
937,ceruledge,fire / ghost,1.6,62.0,flash-fire,weak-armor,75,125,80,60,100,85
938,tadbulb,electric,0.3,0.4,own-tempo / static,damp,61,31,41,59,35,45
939,bellibolt,electric,1.2,113.0,electromorphosis / static,damp,109,64,91,103,83,45
940,wattrel,electric / flying,0.4,3.6,wind-power / volt-absorb,competitive,40,40,35,55,40,70
941,kilowattrel,electric / flying,1.4,38.6,wind-power / volt-absorb,competitive,70,70,60,105,60,125
942,maschiff,dark,0.5,16.0,intimidate / run-away,stakeout,60,78,60,40,51,51
943,mabosstiff,dark,1.1,61.0,intimidate / guard-dog,stakeout,80,120,90,60,70,85
944,shroodle,poison / normal,0.2,0.7,unburden / pickpocket,prankster,40,65,35,40,35,75
945,grafaiai,poison / normal,0.7,27.2,unburden / poison-touch,prankster,63,95,65,80,72,110
946,bramblin,grass / ghost,0.6,0.6,wind-rider,infiltrator,40,65,30,45,35,60
947,brambleghast,grass / ghost,1.2,6.0,wind-rider,infiltrator,55,115,70,80,70,90
948,toedscool,ground / grass,0.9,33.0,mycelium-might,mycelium-might,40,40,35,50,100,70
949,toedscruel,ground / grass,1.9,58.0,mycelium-might,mycelium-might,80,70,65,80,120,100
950,klawf,rock,1.3,79.0,anger-shell / shell-armor,regenerator,70,100,115,35,55,75
951,capsakid,grass,0.3,3.0,chlorophyll / insomnia,klutz,50,62,40,62,40,50
952,scovillain,grass / fire,0.9,15.0,chlorophyll / insomnia,moody,65,108,65,108,65,75
953,rellor,bug,0.2,1.0,compound-eyes,shed-skin,41,50,60,31,58,30
954,rabsca,bug / psychic,0.3,3.5,synchronize,telepathy,75,50,85,115,100,45
955,flittle,psychic,0.2,1.5,anticipation / frisk,speed-boost,30,35,30,55,30,75
956,espathra,psychic,1.9,90.0,opportunist / frisk,speed-boost,95,60,60,101,60,105
957,tinkatink,fairy / steel,0.4,8.9,mold-breaker / own-tempo,pickpocket,50,45,45,35,64,58
958,tinkatuff,fairy / steel,0.7,59.1,mold-breaker / own-tempo,pickpocket,65,55,55,45,82,78
959,tinkaton,fairy / steel,0.7,112.8,mold-breaker / own-tempo,pickpocket,85,75,77,70,105,94
960,wiglett,water,1.2,1.8,gooey / rattled,sand-veil,10,55,25,35,25,95
961,wugtrio,water,1.2,5.4,gooey / rattled,sand-veil,35,100,50,50,70,120
962,bombirdier,flying / dark,1.5,42.9,big-pecks / keen-eye,rocky-payload,70,103,85,60,85,82
963,finizen,water,1.3,60.2,water-veil,water-veil,70,45,40,45,40,75
964,palafin-zero,water,1.3,60.2,zero-to-hero,zero-to-hero,100,70,72,53,62,100
965,varoom,steel / poison,1.0,35.0,overcoat,slow-start,45,70,63,30,45,47
966,revavroom,steel / poison,1.8,120.0,overcoat,filter,80,119,90,54,67,90
967,cyclizar,dragon / normal,1.6,63.0,shed-skin,regenerator,70,95,65,85,65,121
968,orthworm,steel,2.5,310.0,earth-eater,sand-veil,70,85,145,60,55,65
969,glimmet,rock / poison,0.7,8.0,toxic-debris,corrosion,48,35,42,105,60,60
970,glimmora,rock / poison,1.5,45.0,toxic-debris,corrosion,83,55,90,130,81,86
971,greavard,ghost,0.6,35.0,pickup,fluffy,50,61,60,30,55,34
972,houndstone,ghost,2.0,15.0,sand-rush,fluffy,72,101,100,50,97,68
973,flamigo,flying / fighting,1.6,37.0,scrappy / tangled-feet,costar,82,115,74,75,64,90
974,cetoddle,ice,1.2,45.0,thick-fat / snow-cloak,sheer-force,108,68,45,30,40,43
975,cetitan,ice,4.5,700.0,thick-fat / slush-rush,sheer-force,170,113,65,45,55,73
976,veluza,water / psychic,2.5,90.0,mold-breaker,sharpness,90,102,73,78,65,70
977,dondozo,water,12.0,220.0,unaware / oblivious,water-veil,150,100,115,65,65,35
978,tatsugiri-curly,dragon / water,0.3,8.0,commander,storm-drain,68,50,60,120,95,82
979,annihilape,fighting / ghost,1.2,56.0,vital-spirit / inner-focus,defiant,110,115,80,50,90,90
980,clodsire,poison / ground,1.8,223.0,poison-point / water-absorb,unaware,130,75,60,45,100,20
981,farigiraf,normal / psychic,3.2,160.0,cud-chew / armor-tail,sap-sipper,120,90,70,110,70,60
982,dudunsparce-two-segment,normal,3.6,39.2,serene-grace / run-away,rattled,125,100,80,85,75,55
983,kingambit,dark / steel,2.0,120.0,defiant / supreme-overlord,pressure,100,135,120,60,85,50
984,great-tusk,ground / fighting,2.2,320.0,protosynthesis,,115,131,131,53,53,87
985,scream-tail,fairy / psychic,1.2,8.0,protosynthesis,,115,65,99,65,115,111
986,brute-bonnet,grass / dark,1.2,21.0,protosynthesis,,111,127,99,79,99,55
987,flutter-mane,ghost / fairy,1.4,4.0,protosynthesis,,55,55,55,135,135,135
988,slither-wing,bug / fighting,3.2,92.0,protosynthesis,,85,135,79,85,105,81
989,sandy-shocks,electric / ground,2.3,60.0,protosynthesis,,85,81,97,121,85,101
990,iron-treads,ground / steel,0.9,240.0,quark-drive,,90,112,120,72,70,106
991,iron-bundle,ice / water,0.6,11.0,quark-drive,,56,80,114,124,60,136
992,iron-hands,fighting / electric,1.8,380.7,quark-drive,,154,140,108,50,68,50
993,iron-jugulis,dark / flying,1.3,111.0,quark-drive,,94,80,86,122,80,108
994,iron-moth,fire / poison,1.2,36.0,quark-drive,,80,70,60,140,110,110
995,iron-thorns,rock / electric,1.6,303.0,quark-drive,,100,134,110,70,84,72
996,frigibax,dragon / ice,0.5,17.0,thermal-exchange,ice-body,65,75,45,35,45,55
997,arctibax,dragon / ice,0.8,30.0,thermal-exchange,ice-body,90,95,66,45,65,62
998,baxcalibur,dragon / ice,2.1,210.0,thermal-exchange,ice-body,115,145,92,75,86,87
999,gimmighoul,ghost,0.3,5.0,rattled,,45,30,70,75,70,10
999,gimmighoul-roaming,ghost,0.1,1.0,run-away,run-away,45,30,25,75,45,80
1000,gholdengo,steel / ghost,1.2,30.0,good-as-gold,,87,60,95,133,91,84
