index,name,type1,type2,ability1,ability2,hidden_ability,height,weight,hp,attack,defense,sp_atk,sp_def,speed,total_stats,legendary,mythical,generation
617,accelgor,bug,None,hydration,sticky-hold,unburden,0,25,80,70,40,100,60,145,495,False,False,generation-v
618,stunfisk,ground,electric,static,limber,sand-veil,0,11,109,66,84,81,99,32,471,False,False,generation-v
618,stunfisk-galar,ground,steel,mimicry,None,None ,0,20,109,81,99,66,84,32,471,False,False,generation-v
619,mienfoo,fighting,None,inner-focus,regenerator,reckless,0,20,45,85,50,55,50,65,350,False,False,generation-v
620,mienshao,fighting,None,inner-focus,regenerator,reckless,1,35,65,125,60,95,60,105,510,False,False,generation-v
621,druddigon,dragon,None,rough-skin,sheer-force,mold-breaker,1,139,77,120,90,60,90,48,485,False,False,generation-v
622,golett,ground,ghost,iron-fist,klutz,no-guard,1,92,59,74,50,35,50,35,303,False,False,generation-v
623,golurk,ground,ghost,iron-fist,klutz,no-guard,2,330,89,124,80,55,80,55,483,False,False,generation-v
624,pawniard,dark,steel,defiant,inner-focus,pressure,0,10,45,85,70,40,40,60,340,False,False,generation-v
625,bisharp,dark,steel,defiant,inner-focus,pressure,1,70,65,125,100,60,70,70,490,False,False,generation-v
626,bouffalant,normal,None,reckless,sap-sipper,soundproof,1,94,95,110,95,40,95,55,490,False,False,generation-v
627,rufflet,normal,flying,keen-eye,sheer-force,hustle,0,10,70,83,50,37,50,60,350,False,False,generation-v
628,braviary,normal,flying,keen-eye,sheer-force,defiant,1,41,100,123,75,57,75,80,510,False,False,generation-v
628,braviary-hisui,psychic,flying,keen-eye,sheer-force,tinted-lens,1,43,110,83,70,112,70,65,510,False,False,generation-v
629,vullaby,dark,flying,big-pecks,overcoat,weak-armor,0,9,70,55,75,45,65,60,370,False,False,generation-v
630,mandibuzz,dark,flying,big-pecks,overcoat,weak-armor,1,39,110,65,105,55,95,80,510,False,False,generation-v
631,heatmor,fire,None,gluttony,flash-fire,white-smoke,1,58,85,97,66,105,66,65,484,False,False,generation-v
632,durant,bug,steel,swarm,hustle,truant,0,33,58,109,112,48,48,109,484,False,False,generation-v
633,deino,dark,dragon,hustle,None,None ,0,17,52,65,50,45,50,38,300,False,False,generation-v
634,zweilous,dark,dragon,hustle,None,None ,1,50,72,85,70,65,70,58,420,False,False,generation-v
635,hydreigon,dark,dragon,levitate,None,None ,1,160,92,105,90,125,90,98,600,False,False,generation-v
636,larvesta,bug,fire,flame-body,None,swarm,1,28,55,85,55,50,55,60,360,False,False,generation-v
637,volcarona,bug,fire,flame-body,None,swarm,1,46,85,60,65,135,105,100,550,False,False,generation-v
638,cobalion,steel,fighting,justified,None,None ,2,250,91,90,129,90,72,108,580,True,False,generation-v
639,terrakion,rock,fighting,justified,None,None ,1,260,91,129,90,72,90,108,580,True,False,generation-v
640,virizion,grass,fighting,justified,None,None ,2,200,91,90,72,90,129,108,580,True,False,generation-v
641,tornadus,flying,None,prankster,None,defiant,1,63,79,115,70,125,80,111,580,True,False,generation-v
641,tornadus-therian,flying,None,regenerator,None,None ,1,63,79,100,80,110,90,121,580,True,False,generation-v
642,thundurus,electric,flying,prankster,None,defiant,1,61,79,115,70,125,80,111,580,True,False,generation-v
642,thundurus-therian,electric,flying,volt-absorb,None,None ,3,61,79,105,70,145,80,101,580,True,False,generation-v
643,reshiram,dragon,fire,turboblaze,None,None ,3,330,100,120,100,150,120,90,680,True,False,generation-v
644,zekrom,dragon,electric,teravolt,None,None ,2,345,100,150,120,120,100,90,680,True,False,generation-v
645,landorus,ground,flying,sand-force,None,sheer-force,1,68,89,125,90,115,80,101,600,True,False,generation-v
645,landorus-therian,ground,flying,intimidate,None,None ,1,68,89,145,90,105,80,91,600,True,False,generation-v
646,kyurem,dragon,ice,pressure,None,None ,3,325,125,130,90,130,90,95,660,True,False,generation-v
646,kyurem-black,dragon,ice,teravolt,None,None ,3,325,125,170,100,120,90,95,700,True,False,generation-v
646,kyurem-white,dragon,ice,turboblaze,None,None ,3,325,125,120,90,170,100,95,700,True,False,generation-v
647,keldeo-ordinary,water,fighting,justified,None,None ,1,48,91,72,90,129,90,108,580,False,True,generation-v
647,keldeo-resolute,water,fighting,justified,None,None ,1,48,91,72,90,129,90,108,580,False,True,generation-v
648,meloetta-aria,normal,psychic,serene-grace,None,None ,0,6,100,77,77,128,128,90,600,False,True,generation-v
648,meloetta-pirouette,normal,fighting,serene-grace,None,None ,0,6,100,128,90,77,77,128,600,False,True,generation-v
649,genesect,bug,steel,download,None,None ,1,82,71,120,95,120,95,99,600,False,True,generation-v
650,chespin,grass,None,overgrow,None,bulletproof,0,9,56,61,65,48,45,38,313,False,False,generation-vi
651,quilladin,grass,None,overgrow,None,bulletproof,0,29,61,78,95,56,58,57,405,False,False,generation-vi
652,chesnaught,grass,fighting,overgrow,None,bulletproof,1,90,88,107,122,74,75,64,530,False,False,generation-vi
653,fennekin,fire,None,blaze,None,magician,0,9,40,45,40,62,60,60,307,False,False,generation-vi
654,braixen,fire,None,blaze,None,magician,1,14,59,59,58,90,70,73,409,False,False,generation-vi
655,delphox,fire,psychic,blaze,None,magician,1,39,75,69,72,114,100,104,534,False,False,generation-vi
656,froakie,water,None,torrent,None,protean,0,7,41,56,40,62,44,71,314,False,False,generation-vi
657,frogadier,water,None,torrent,None,protean,0,10,54,63,52,83,56,97,405,False,False,generation-vi
658,greninja,water,dark,torrent,None,protean,1,40,72,95,67,103,71,122,530,False,False,generation-vi
658,greninja-battle-bond,water,dark,battle-bond,None,None ,1,40,72,95,67,103,71,122,530,False,False,generation-vi
658,greninja-ash,water,dark,battle-bond,None,None ,1,40,72,145,67,153,71,132,640,False,False,generation-vi
659,bunnelby,normal,None,pickup,cheek-pouch,huge-power,0,5,38,36,38,32,36,57,237,False,False,generation-vi
660,diggersby,normal,ground,pickup,cheek-pouch,huge-power,1,42,85,56,77,50,77,78,423,False,False,generation-vi
661,fletchling,normal,flying,big-pecks,None,gale-wings,0,1,45,50,43,40,38,62,278,False,False,generation-vi
662,fletchinder,fire,flying,flame-body,None,gale-wings,0,16,62,73,55,56,52,84,382,False,False,generation-vi
663,talonflame,fire,flying,flame-body,None,gale-wings,1,24,78,81,71,74,69,126,499,False,False,generation-vi
664,scatterbug,bug,None,shield-dust,compound-eyes,friend-guard,0,2,38,35,40,27,25,35,200,False,False,generation-vi
665,spewpa,bug,None,shed-skin,None,friend-guard,0,8,45,22,60,27,30,29,213,False,False,generation-vi
666,vivillon,bug,flying,shield-dust,compound-eyes,friend-guard,1,17,80,52,50,90,50,89,411,False,False,generation-vi
667,litleo,fire,normal,rivalry,unnerve,moxie,0,13,62,50,58,73,54,72,369,False,False,generation-vi
668,pyroar,fire,normal,rivalry,unnerve,moxie,1,81,86,68,72,109,66,106,507,False,False,generation-vi
669,flabebe,fairy,None,flower-veil,None,symbiosis,0,0,44,38,39,61,79,42,303,False,False,generation-vi
670,floette,fairy,None,flower-veil,None,symbiosis,0,0,54,45,47,75,98,52,371,False,False,generation-vi
670,floette-eternal,fairy,None,flower-veil,None,symbiosis,0,0,74,65,67,125,128,92,551,False,False,generation-vi
671,florges,fairy,None,flower-veil,None,symbiosis,1,10,78,65,68,112,154,75,552,False,False,generation-vi
672,skiddo,grass,None,sap-sipper,None,grass-pelt,0,31,66,65,48,62,57,52,350,False,False,generation-vi
673,gogoat,grass,None,sap-sipper,None,grass-pelt,1,91,123,100,62,97,81,68,531,False,False,generation-vi
674,pancham,fighting,None,iron-fist,mold-breaker,scrappy,0,8,67,82,62,46,48,43,348,False,False,generation-vi
675,pangoro,fighting,dark,iron-fist,mold-breaker,scrappy,2,136,95,124,78,69,71,58,495,False,False,generation-vi
676,furfrou,normal,None,fur-coat,None,None ,1,28,75,80,60,65,90,102,472,False,False,generation-vi
677,espurr,psychic,None,keen-eye,infiltrator,own-tempo,0,3,62,48,54,63,60,68,355,False,False,generation-vi
678,meowstic,psychic,None,keen-eye,infiltrator,prankster,0,8,74,48,76,83,81,104,466,False,False,generation-vi
678,meowstic-f,psychic,None,keen-eye,infiltrator,competitive,0,8,74,48,76,83,81,104,466,False,False,generation-vi
679,honedge,steel,ghost,no-guard,None,None ,0,2,45,80,100,35,37,28,325,False,False,generation-vi
680,doublade,steel,ghost,no-guard,None,None ,0,4,59,110,150,45,49,35,448,False,False,generation-vi
681,aegislash-shield,steel,ghost,stance-change,None,None ,1,53,60,50,140,50,140,60,500,False,False,generation-vi
681,aegislash,steel,ghost,stance-change,None,None ,1,53,60,140,50,140,50,60,500,False,False,generation-vi
682,spritzee,fairy,None,healer,None,aroma-veil,0,0,78,52,60,63,65,23,341,False,False,generation-vi
683,aromatisse,fairy,None,healer,None,aroma-veil,0,15,101,72,72,99,89,29,462,False,False,generation-vi
684,swirlix,fairy,None,sweet-veil,None,unburden,0,3,62,48,66,59,57,49,341,False,False,generation-vi
685,slurpuff,fairy,None,sweet-veil,None,unburden,0,5,82,80,86,85,75,72,480,False,False,generation-vi
686,inkay,dark,psychic,contrary,suction-cups,infiltrator,0,3,53,54,53,37,46,45,288,False,False,generation-vi
687,malamar,dark,psychic,contrary,suction-cups,infiltrator,1,47,86,92,88,68,75,73,482,False,False,generation-vi
688,binacle,rock,water,tough-claws,sniper,pickpocket,0,31,42,52,67,39,56,50,306,False,False,generation-vi
689,barbaracle,rock,water,tough-claws,sniper,pickpocket,1,96,72,105,115,54,86,68,500,False,False,generation-vi
690,skrelp,poison,water,poison-point,poison-touch,adaptability,0,7,50,60,60,60,60,30,320,False,False,generation-vi
691,dragalge,poison,dragon,poison-point,poison-touch,adaptability,1,81,65,75,90,97,123,44,494,False,False,generation-vi
692,clauncher,water,None,mega-launcher,None,None ,0,8,50,53,62,58,63,44,330,False,False,generation-vi
693,clawitzer,water,None,mega-launcher,None,None ,1,35,71,73,88,120,89,59,500,False,False,generation-vi
694,helioptile,electric,normal,dry-skin,sand-veil,solar-power,0,6,44,38,33,61,43,70,289,False,False,generation-vi
695,heliolisk,electric,normal,dry-skin,sand-veil,solar-power,1,21,62,55,52,109,94,109,481,False,False,generation-vi
696,tyrunt,rock,dragon,strong-jaw,None,sturdy,0,26,58,89,77,45,45,48,362,False,False,generation-vi
697,tyrantrum,rock,dragon,strong-jaw,None,rock-head,2,270,82,121,119,69,59,71,521,False,False,generation-vi
698,amaura,rock,ice,refrigerate,None,snow-warning,1,25,77,59,50,67,63,46,362,False,False,generation-vi
699,aurorus,rock,ice,refrigerate,None,snow-warning,2,225,123,77,72,99,92,58,521,False,False,generation-vi
700,sylveon,fairy,None,cute-charm,None,pixilate,1,23,95,65,65,110,130,60,525,False,False,generation-vi
701,hawlucha,fighting,flying,limber,unburden,mold-breaker,0,21,78,92,75,74,63,118,500,False,False,generation-vi
702,dedenne,electric,fairy,cheek-pouch,pickup,plus,0,2,67,58,57,81,67,101,431,False,False,generation-vi
703,carbink,rock,fairy,clear-body,None,sturdy,0,5,50,50,150,50,150,50,500,False,False,generation-vi
704,goomy,dragon,None,sap-sipper,hydration,gooey,0,2,45,50,35,55,75,40,300,False,False,generation-vi
705,sliggoo,dragon,None,sap-sipper,hydration,gooey,0,17,68,75,53,83,113,60,452,False,False,generation-vi
705,sliggoo-hisui,steel,dragon,sap-sipper,shell-armor,gooey,0,68,58,75,83,83,113,40,452,False,False,generation-vi
706,goodra,dragon,None,sap-sipper,hydration,gooey,2,150,90,100,70,110,150,80,600,False,False,generation-vi
706,goodra-hisui,steel,dragon,sap-sipper,shell-armor,gooey,1,334,80,100,100,110,150,60,600,False,False,generation-vi
707,klefki,steel,fairy,prankster,None,magician,0,3,57,80,91,80,87,75,470,False,False,generation-vi
708,phantump,ghost,grass,natural-cure,frisk,harvest,0,7,43,70,48,50,60,38,309,False,False,generation-vi
709,trevenant,ghost,grass,natural-cure,frisk,harvest,1,71,85,110,76,65,82,56,474,False,False,generation-vi
710,pumpkaboo,ghost,grass,pickup,frisk,insomnia,0,5,49,66,70,44,55,51,335,False,False,generation-vi
710,pumpkaboo-small,ghost,grass,pickup,frisk,insomnia,0,3,44,66,70,44,55,56,335,False,False,generation-vi
710,pumpkaboo-large,ghost,grass,pickup,frisk,insomnia,0,7,54,66,70,44,55,46,335,False,False,generation-vi
710,pumpkaboo-super,ghost,grass,pickup,frisk,insomnia,0,15,59,66,70,44,55,41,335,False,False,generation-vi
711,gourgeist,ghost,grass,pickup,frisk,insomnia,0,12,65,90,122,58,75,84,494,False,False,generation-vi
711,gourgeist-small,ghost,grass,pickup,frisk,insomnia,0,9,55,85,122,58,75,99,494,False,False,generation-vi
711,gourgeist-large,ghost,grass,pickup,frisk,insomnia,1,14,75,95,122,58,75,69,494,False,False,generation-vi
711,gourgeist-super,ghost,grass,pickup,frisk,insomnia,1,39,85,100,122,58,75,54,494,False,False,generation-vi
712,bergmite,ice,None,own-tempo,ice-body,sturdy,1,99,55,69,85,32,35,28,304,False,False,generation-vi
713,avalugg,ice,None,own-tempo,ice-body,sturdy,2,505,95,117,184,44,46,28,514,False,False,generation-vi
713,avalugg-hisui,ice,rock,strong-jaw,ice-body,sturdy,1,262,95,127,184,34,36,38,514,False,False,generation-vi
714,noibat,flying,dragon,frisk,infiltrator,telepathy,0,8,40,30,35,45,40,55,245,False,False,generation-vi
715,noivern,flying,dragon,frisk,infiltrator,telepathy,1,85,85,70,80,97,80,123,535,False,False,generation-vi
716,xerneas,fairy,None,fairy-aura,None,None ,3,215,126,131,95,131,98,99,680,True,False,generation-vi
717,yveltal,dark,flying,dark-aura,None,None ,5,203,126,131,95,131,98,99,680,True,False,generation-vi
718,zygarde-50%,dragon,ground,aura-break,None,None ,5,305,108,100,121,81,95,95,600,True,False,generation-vi
718,zygarde-10%-power-construct,dragon,ground,power-construct,None,None ,1,33,54,100,71,61,85,115,486,True,False,generation-vi
718,zygarde-50%-power-construct,dragon,ground,power-construct,None,None ,5,305,108,100,121,81,95,95,600,True,False,generation-vi
718,zygarde,dragon,ground,power-construct,None,None ,4,610,216,100,121,91,95,85,708,True,False,generation-vi
718,zygarde-10%,dragon,ground,aura-break,None,None ,1,33,54,100,71,61,85,115,486,True,False,generation-vi
719,diancie,rock,fairy,clear-body,None,None ,0,8,50,100,150,100,150,50,600,False,True,generation-vi
719,diancie-mega,rock,fairy,magic-bounce,None,None ,1,27,50,160,110,160,110,110,700,False,True,generation-vi
720,hoopa,psychic,ghost,magician,None,None ,0,9,80,110,60,150,130,70,600,False,True,generation-vi
720,hoopa-unbound,psychic,dark,magician,None,None ,6,490,80,160,60,170,130,80,680,False,True,generation-vi
721,volcanion,fire,water,water-absorb,None,None ,1,195,80,110,120,130,90,70,600,False,True,generation-vi
722,rowlet,grass,flying,overgrow,None,long-reach,0,1,68,55,55,50,50,42,320,False,False,generation-vii
723,dartrix,grass,flying,overgrow,None,long-reach,0,16,78,75,75,70,70,52,420,False,False,generation-vii
724,decidueye,grass,ghost,overgrow,None,long-reach,1,36,78,107,75,100,100,70,530,False,False,generation-vii
724,decidueye-hisui,grass,fighting,overgrow,None,scrappy,1,37,88,112,80,95,95,60,530,False,False,generation-vii
725,litten,fire,None,blaze,None,intimidate,0,4,45,65,40,60,40,70,320,False,False,generation-vii
726,torracat,fire,None,blaze,None,intimidate,0,25,65,85,50,80,50,90,420,False,False,generation-vii
727,incineroar,fire,dark,blaze,None,intimidate,1,83,95,115,90,80,90,60,530,False,False,generation-vii
728,popplio,water,None,torrent,None,liquid-voice,0,7,50,54,54,66,56,40,320,False,False,generation-vii
729,brionne,water,None,torrent,None,liquid-voice,0,17,60,69,69,91,81,50,420,False,False,generation-vii
730,primarina,water,fairy,torrent,None,liquid-voice,1,44,80,74,74,126,116,60,530,False,False,generation-vii
731,pikipek,normal,flying,keen-eye,skill-link,pickup,0,1,35,75,30,30,30,65,265,False,False,generation-vii
732,trumbeak,normal,flying,keen-eye,skill-link,pickup,0,14,55,85,50,40,50,75,355,False,False,generation-vii
733,toucannon,normal,flying,keen-eye,skill-link,sheer-force,1,26,80,120,75,75,75,60,485,False,False,generation-vii
734,yungoos,normal,None,stakeout,strong-jaw,adaptability,0,6,48,70,30,30,30,45,253,False,False,generation-vii
735,gumshoos,normal,None,stakeout,strong-jaw,adaptability,0,14,88,110,60,55,60,45,418,False,False,generation-vii
735,gumshoos-totem,normal,None,stakeout,strong-jaw,adaptability,1,60,88,110,60,55,60,45,418,False,False,generation-vii
736,grubbin,bug,None,swarm,None,None ,0,4,47,62,45,55,45,46,300,False,False,generation-vii
737,charjabug,bug,electric,battery,None,None ,0,10,57,82,95,55,75,36,400,False,False,generation-vii
738,vikavolt,bug,electric,levitate,None,None ,1,45,77,70,90,145,75,43,500,False,False,generation-vii
738,vikavolt-totem,bug,electric,levitate,None,None ,2,147,77,70,90,145,75,43,500,False,False,generation-vii
739,crabrawler,fighting,None,hyper-cutter,iron-fist,anger-point,0,7,47,82,57,42,47,63,338,False,False,generation-vii
740,crabominable,fighting,ice,hyper-cutter,iron-fist,anger-point,1,180,97,132,77,62,67,43,478,False,False,generation-vii
741,oricorio,fire,flying,dancer,None,None ,0,3,75,70,70,98,70,93,476,False,False,generation-vii
741,oricorio-pom-pom,electric,flying,dancer,None,None ,0,3,75,70,70,98,70,93,476,False,False,generation-vii
741,oricorio-pau,psychic,flying,dancer,None,None ,0,3,75,70,70,98,70,93,476,False,False,generation-vii
741,oricorio-sensu,ghost,flying,dancer,None,None ,0,3,75,70,70,98,70,93,476,False,False,generation-vii
742,cutiefly,bug,fairy,honey-gather,shield-dust,sweet-veil,0,0,40,45,40,55,40,84,304,False,False,generation-vii
743,ribombee,bug,fairy,honey-gather,shield-dust,sweet-veil,0,0,60,55,60,95,70,124,464,False,False,generation-vii
743,ribombee-totem,bug,fairy,honey-gather,shield-dust,sweet-veil,0,2,60,55,60,95,70,124,464,False,False,generation-vii
744,rockruff,rock,None,keen-eye,vital-spirit,steadfast,0,9,45,65,40,30,40,60,280,False,False,generation-vii
744,rockruff-own-tempo,rock,None,own-tempo,None,None ,0,9,45,65,40,30,40,60,280,False,False,generation-vii
745,lycanroc,rock,None,keen-eye,sand-rush,steadfast,0,25,75,115,65,55,65,112,487,False,False,generation-vii
745,lycanroc-midnight,rock,None,keen-eye,vital-spirit,no-guard,1,25,85,115,75,55,75,82,487,False,False,generation-vii
745,lycanroc-dusk,rock,None,tough-claws,None,None ,0,25,75,117,65,55,65,110,487,False,False,generation-vii
746,wishiwashi-solo,water,None,schooling,None,None ,0,0,45,20,20,25,25,40,175,False,False,generation-vii
746,wishiwashi,water,None,schooling,None,None ,8,78,45,140,130,140,135,30,620,False,False,generation-vii
747,mareanie,poison,water,merciless,limber,regenerator,0,8,50,53,62,43,52,45,305,False,False,generation-vii
748,toxapex,poison,water,merciless,limber,regenerator,0,14,50,63,152,53,142,35,495,False,False,generation-vii
749,mudbray,ground,None,own-tempo,stamina,inner-focus,1,110,70,100,70,45,55,45,385,False,False,generation-vii
750,mudsdale,ground,None,own-tempo,stamina,inner-focus,2,920,100,125,100,55,85,35,500,False,False,generation-vii
751,dewpider,water,bug,water-bubble,None,water-absorb,0,4,38,40,52,40,72,27,269,False,False,generation-vii
752,araquanid,water,bug,water-bubble,None,water-absorb,1,82,68,70,92,50,132,42,454,False,False,generation-vii
752,araquanid-totem,water,bug,water-bubble,None,water-absorb,3,217,68,70,92,50,132,42,454,False,False,generation-vii
753,fomantis,grass,None,leaf-guard,None,contrary,0,1,40,55,35,50,35,35,250,False,False,generation-vii
754,lurantis,grass,None,leaf-guard,None,contrary,0,18,70,105,90,80,90,45,480,False,False,generation-vii
754,lurantis-totem,grass,None,leaf-guard,None,contrary,1,58,70,105,90,80,90,45,480,False,False,generation-vii
755,morelull,grass,fairy,illuminate,effect-spore,rain-dish,0,1,40,35,55,65,75,15,285,False,False,generation-vii
756,shiinotic,grass,fairy,illuminate,effect-spore,rain-dish,1,11,60,45,80,90,100,30,405,False,False,generation-vii
757,salandit,poison,fire,corrosion,None,oblivious,0,4,48,44,40,71,40,77,320,False,False,generation-vii
758,salazzle,poison,fire,corrosion,None,oblivious,1,22,68,64,60,111,60,117,480,False,False,generation-vii
758,salazzle-totem,poison,fire,corrosion,None,oblivious,2,81,68,64,60,111,60,117,480,False,False,generation-vii
759,stufful,normal,fighting,fluffy,klutz,cute-charm,0,6,70,75,50,45,50,50,340,False,False,generation-vii
760,bewear,normal,fighting,fluffy,klutz,unnerve,2,135,120,125,80,55,60,60,500,False,False,generation-vii
761,bounsweet,grass,None,leaf-guard,oblivious,sweet-veil,0,3,42,30,38,30,38,32,210,False,False,generation-vii
762,steenee,grass,None,leaf-guard,oblivious,sweet-veil,0,8,52,40,48,40,48,62,290,False,False,generation-vii
763,tsareena,grass,None,leaf-guard,queenly-majesty,sweet-veil,1,21,72,120,98,50,98,72,510,False,False,generation-vii
764,comfey,fairy,None,flower-veil,triage,natural-cure,0,0,51,52,90,82,110,100,485,False,False,generation-vii
765,oranguru,normal,psychic,inner-focus,telepathy,symbiosis,1,76,90,60,80,90,110,60,490,False,False,generation-vii
766,passimian,fighting,None,receiver,None,defiant,2,82,100,120,90,40,60,80,490,False,False,generation-vii
767,wimpod,bug,water,wimp-out,None,None ,0,12,25,35,40,20,30,80,230,False,False,generation-vii
768,golisopod,bug,water,emergency-exit,None,None ,2,108,75,125,140,60,90,40,530,False,False,generation-vii
769,sandygast,ghost,ground,water-compaction,None,sand-veil,0,70,55,55,80,70,45,15,320,False,False,generation-vii
770,palossand,ghost,ground,water-compaction,None,sand-veil,1,250,85,75,110,100,75,35,480,False,False,generation-vii
771,pyukumuku,water,None,innards-out,None,unaware,0,1,55,60,130,30,130,5,410,False,False,generation-vii
772,type-null,normal,None,battle-armor,None,None ,1,120,95,95,95,95,95,59,534,False,False,generation-vii
773,silvally,normal,None,rks-system,None,None ,2,100,95,95,95,95,95,95,570,True,False,generation-vii
774,minior,rock,flying,shields-down,None,None ,0,40,60,60,100,60,100,60,440,False,False,generation-vii
774,minior-orange-meteor,rock,flying,shields-down,None,None ,0,40,60,60,100,60,100,60,440,False,False,generation-vii
774,minior-yellow-meteor,rock,flying,shields-down,None,None ,0,40,60,60,100,60,100,60,440,False,False,generation-vii
774,minior-green-meteor,rock,flying,shields-down,None,None ,0,40,60,60,100,60,100,60,440,False,False,generation-vii
774,minior-blue-meteor,rock,flying,shields-down,None,None ,0,40,60,60,100,60,100,60,440,False,False,generation-vii
774,minior-indigo-meteor,rock,flying,shields-down,None,None ,0,40,60,60,100,60,100,60,440,False,False,generation-vii
774,minior-violet-meteor,rock,flying,shields-down,None,None ,0,40,60,60,100,60,100,60,440,False,False,generation-vii
774,minior-red,rock,flying,shields-down,None,None ,0,0,60,100,60,100,60,120,500,False,False,generation-vii
774,minior-orange,rock,flying,shields-down,None,None ,0,0,60,100,60,100,60,120,500,False,False,generation-vii
774,minior-yellow,rock,flying,shields-down,None,None ,0,0,60,100,60,100,60,120,500,False,False,generation-vii
774,minior-green,rock,flying,shields-down,None,None ,0,0,60,100,60,100,60,120,500,False,False,generation-vii
774,minior-blue,rock,flying,shields-down,None,None ,0,0,60,100,60,100,60,120,500,False,False,generation-vii
774,minior-indigo,rock,flying,shields-down,None,None ,0,0,60,100,60,100,60,120,500,False,False,generation-vii
774,minior-violet,rock,flying,shields-down,None,None ,0,0,60,100,60,100,60,120,500,False,False,generation-vii
775,komala,normal,None,comatose,None,None ,0,19,65,115,65,75,95,65,480,False,False,generation-vii
776,turtonator,fire,dragon,shell-armor,None,None ,2,212,60,78,135,91,85,36,485,False,False,generation-vii
777,togedemaru,electric,steel,iron-barbs,lightning-rod,sturdy,0,3,65,98,63,40,73,96,435,False,False,generation-vii
777,togedemaru-totem,electric,steel,iron-barbs,lightning-rod,sturdy,0,13,65,98,63,40,73,96,435,False,False,generation-vii
778,mimikyu,ghost,fairy,disguise,None,None ,0,0,55,90,80,50,105,96,476,False,False,generation-vii
778,mimikyu-busted,ghost,fairy,disguise,None,None ,0,0,55,90,80,50,105,96,476,False,False,generation-vii
778,mimikyu-totem-disguised,ghost,fairy,disguise,None,None ,0,2,55,90,80,50,105,96,476,False,False,generation-vii
778,mimikyu-totem-busted,ghost,fairy,disguise,None,None ,0,2,55,90,80,50,105,96,476,False,False,generation-vii
779,bruxish,water,psychic,dazzling,strong-jaw,wonder-skin,0,19,68,105,70,70,70,92,475,False,False,generation-vii
780,drampa,normal,dragon,berserk,sap-sipper,cloud-nine,3,185,78,60,85,135,91,36,485,False,False,generation-vii
781,dhelmise,ghost,grass,steelworker,None,None ,3,210,70,131,100,86,90,40,517,False,False,generation-vii
782,jangmo-o,dragon,None,bulletproof,soundproof,overcoat,0,29,45,55,65,45,45,45,300,False,False,generation-vii
783,hakamo-o,dragon,fighting,bulletproof,soundproof,overcoat,1,47,55,75,90,65,70,65,420,False,False,generation-vii
784,kommo-o,dragon,fighting,bulletproof,soundproof,overcoat,1,78,75,110,125,100,105,85,600,False,False,generation-vii
784,kommo-o-totem,dragon,fighting,bulletproof,soundproof,overcoat,2,207,75,110,125,100,105,85,600,False,False,generation-vii
785,tapu-koko,electric,fairy,electric-surge,None,telepathy,1,20,70,115,85,95,75,130,570,True,False,generation-vii
786,tapu-lele,psychic,fairy,psychic-surge,None,telepathy,1,18,70,85,75,130,115,95,570,True,False,generation-vii
787,tapu-bulu,grass,fairy,grassy-surge,None,telepathy,1,45,70,130,115,85,95,75,570,True,False,generation-vii
788,tapu-fini,water,fairy,misty-surge,None,telepathy,1,21,70,75,115,95,130,85,570,True,False,generation-vii
789,cosmog,psychic,None,unaware,None,None ,0,0,43,29,31,29,31,37,200,True,False,generation-vii
790,cosmoem,psychic,None,sturdy,None,None ,0,999,43,29,131,29,131,37,400,True,False,generation-vii
791,solgaleo,psychic,steel,full-metal-body,None,None ,3,230,137,137,107,113,89,97,680,True,False,generation-vii
792,lunala,psychic,ghost,shadow-shield,None,None ,4,120,137,113,89,137,107,97,680,True,False,generation-vii
793,nihilego,rock,poison,beast-boost,None,None ,1,55,109,53,47,127,131,103,570,False,False,generation-vii
794,buzzwole,bug,fighting,beast-boost,None,None ,2,333,107,139,139,53,53,79,570,False,False,generation-vii
795,pheromosa,bug,fighting,beast-boost,None,None ,1,25,71,137,37,137,37,151,570,False,False,generation-vii
796,xurkitree,electric,None,beast-boost,None,None ,3,100,83,89,71,173,71,83,570,False,False,generation-vii
797,celesteela,steel,flying,beast-boost,None,None ,9,999,97,101,103,107,101,61,570,False,False,generation-vii
798,kartana,grass,steel,beast-boost,None,None ,0,0,59,181,131,59,31,109,570,False,False,generation-vii
799,guzzlord,dark,dragon,beast-boost,None,None ,5,888,223,101,53,97,53,43,570,False,False,generation-vii
800,necrozma,psychic,None,prism-armor,None,None ,2,230,97,107,101,127,89,79,600,True,False,generation-vii
800,necrozma-dusk-mane,psychic,steel,prism-armor,None,None ,3,460,97,157,127,113,109,77,680,True,False,generation-vii
800,necrozma-dawn-wings,psychic,ghost,prism-armor,None,None ,4,350,97,113,109,157,127,77,680,True,False,generation-vii
800,necrozma-ultra,psychic,dragon,neuroforce,None,None ,7,230,97,167,97,167,97,129,754,True,False,generation-vii
801,magearna,steel,fairy,soul-heart,None,None ,1,80,80,95,115,130,115,65,600,False,True,generation-vii
801,magearna-original,steel,fairy,soul-heart,None,None ,1,80,80,95,115,130,115,65,600,False,True,generation-vii
802,marshadow,fighting,ghost,technician,None,None ,0,22,90,125,80,90,90,125,600,False,True,generation-vii
803,poipole,poison,None,beast-boost,None,None ,0,1,67,73,67,73,67,73,420,False,False,generation-vii
804,naganadel,poison,dragon,beast-boost,None,None ,3,150,73,73,73,127,73,121,540,False,False,generation-vii
805,stakataka,rock,steel,beast-boost,None,None ,5,820,61,131,211,53,101,13,570,False,False,generation-vii
