index,name,type1,type2,ability1,ability2,hidden_ability,height,weight,hp,attack,defense,sp_atk,sp_def,speed,total_stats,legendary,mythical,generation,VGCusage2022,VGCusage2023,VGCusage2024
465,tangrowth,grass,None,chlorophyll,leaf-guard,regenerator,2,128,100,100,125,110,50,50,535,False,False,generation-iv,0.00883,NoUsage,NoUsage
466,electivire,electric,None,motor-drive,None,vital-spirit,1,138,75,123,67,95,85,95,540,False,False,generation-iv,0.00107,NoUsage,0.03329
467,magmortar,fire,None,flame-body,None,vital-spirit,1,68,75,95,67,125,95,83,540,False,False,generation-iv,0.0,NoUsage,0.04367
468,togekiss,fairy,flying,hustle,serene-grace,super-luck,1,38,85,50,95,120,115,80,545,False,False,generation-iv,0.84174,NoUsage,NoUsage
469,yanmega,bug,flying,speed-boost,tinted-lens,frisk,1,51,86,76,86,116,56,95,515,False,False,generation-iv,NoUsage,0.01989,0.00995
470,leafeon,grass,None,leaf-guard,None,chlorophyll,1,25,65,110,130,60,65,95,525,False,False,generation-iv,0.0,0.02129,0.00301
471,glaceon,ice,None,snow-cloak,None,ice-body,0,25,65,60,110,130,95,65,525,False,False,generation-iv,0.00946,0.10547,0.03176
472,gliscor,ground,flying,hyper-cutter,sand-veil,poison-heal,2,42,75,95,125,45,75,95,510,False,False,generation-iv,NoUsage,0.264,0.01988
473,mamoswine,ice,ground,oblivious,snow-cloak,thick-fat,2,291,110,130,80,70,60,80,530,False,False,generation-iv,1.53715,0.54666,0.14194
474,porygon-z,normal,None,adaptability,download,analytic,0,34,85,80,70,135,75,90,535,False,False,generation-i,0.01407,NoUsage,0.06244
475,gallade,psychic,fighting,steadfast,sharpness,justified,1,52,68,125,65,65,115,80,518,False,False,generation-iv,0.00619,0.57841,1.02223
475,gallade-mega,psychic,fighting,inner-focus,None,None ,1,56,68,165,95,65,115,110,618,False,False,generation-iv,NoUsage,NoUsage,NoUsage
476,probopass,rock,steel,sturdy,magnet-pull,sand-force,1,340,60,55,145,75,150,40,525,False,False,generation-iv,NoUsage,0.0282,0.00124
477,dusknoir,ghost,None,pressure,None,frisk,2,106,45,100,135,65,135,45,525,False,False,generation-iv,0.00194,0.0336,0.00104
478,froslass,ice,ghost,snow-cloak,None,cursed-body,1,26,70,80,70,80,70,110,480,False,False,generation-iv,0.00326,0.01308,0.00909
479,rotom,electric,ghost,levitate,None,None ,0,0,50,50,77,95,77,91,440,False,False,generation-iv,0.0,0.0,0.0
479,rotom-heat,electric,fire,levitate,None,None ,0,0,50,65,107,105,107,86,520,False,False,generation-iv,3.29645,0.70774,0.00974
479,rotom-wash,electric,water,levitate,None,None ,0,0,50,65,107,105,107,86,520,False,False,generation-iv,0.56745,1.68778,0.07079
479,rotom-frost,electric,ice,levitate,None,None ,0,0,50,65,107,105,107,86,520,False,False,generation-iv,0.0,0.11637,0.00079
479,rotom-fan,electric,flying,levitate,None,None ,0,0,50,65,107,105,107,86,520,False,False,generation-iv,0.0,0.00023,1e-05
479,rotom-mow,electric,grass,levitate,None,None ,0,0,50,65,107,105,107,86,520,False,False,generation-iv,0.05405,0.11693,0.00534
480,uxie,psychic,None,levitate,None,None ,0,0,75,75,130,75,130,95,580,True,False,generation-iv,0.0,0.19074,0.01742
481,mesprit,psychic,None,levitate,None,None ,0,0,80,105,105,105,105,80,580,True,False,generation-iv,0.0,0.06297,0.0014
482,azelf,psychic,None,levitate,None,None ,0,0,75,125,70,125,70,115,580,True,False,generation-iv,0.00188,0.14736,0.01523
483,dialga,steel,dragon,pressure,None,telepathy,5,683,100,120,120,150,100,90,680,True,False,generation-iv,4.95032,NoUsage,0.03591
483,dialga-origin,steel,dragon,pressure,None,telepathy,7,848,100,100,120,150,120,90,680,True,False,generation-iv,NoUsage,NoUsage,0.76042
484,palkia,water,dragon,pressure,None,telepathy,4,336,90,120,100,150,120,100,680,True,False,generation-iv,5.19095,NoUsage,0.06952
484,palkia-origin,water,dragon,pressure,None,telepathy,6,659,90,100,100,150,120,120,680,True,False,generation-iv,NoUsage,NoUsage,0.21694
485,heatran,fire,steel,flash-fire,None,flame-body,1,430,91,90,106,130,106,77,600,True,False,generation-iv,0.02119,29.74608,1.86175
486,regigigas,normal,None,slow-start,None,None ,3,420,110,160,110,80,110,100,670,True,False,generation-iv,1.12698,NoUsage,0.17347
487,giratina,ghost,dragon,pressure,None,telepathy,4,750,150,100,120,100,120,90,680,True,False,generation-iv,0.07543,NoUsage,0.04594
487,giratina-origin,ghost,dragon,levitate,None,None ,6,650,150,120,100,120,100,90,680,True,False,generation-iv,0.10871,NoUsage,0.10395
488,cresselia,psychic,None,levitate,None,None ,1,85,120,70,110,75,120,85,580,True,False,generation-iv,0.06466,23.75665,4.16931
489,phione,water,None,hydration,None,None ,0,3,80,80,80,80,80,80,480,False,True,generation-iv,NoUsage,NoUsage,NoUsage
490,manaphy,water,None,hydration,None,None ,0,1,100,100,100,100,100,100,600,False,True,generation-iv,NoUsage,NoUsage,NoUsage
491,darkrai,dark,None,bad-dreams,None,None ,1,50,70,90,90,135,90,125,600,False,True,generation-iv,NoUsage,NoUsage,NoUsage
492,shaymin-land,grass,None,natural-cure,None,None ,0,2,100,100,100,100,100,100,600,False,True,generation-iv,NoUsage,NoUsage,NoUsage
492,shaymin-sky,grass,flying,serene-grace,None,None ,0,5,100,103,75,120,75,127,600,False,True,generation-iv,NoUsage,NoUsage,NoUsage
493,arceus,normal,None,multitype,None,None ,3,320,120,120,120,120,120,120,720,False,True,generation-iv,NoUsage,NoUsage,NoUsage
494,victini,psychic,fire,victory-star,None,None ,0,4,100,100,100,100,100,100,600,False,True,generation-v,NoUsage,NoUsage,NoUsage
495,snivy,grass,None,overgrow,None,contrary,0,8,45,45,55,45,55,63,308,False,False,generation-v,NoUsage,NoUsage,0.0
496,servine,grass,None,overgrow,None,contrary,0,16,60,60,75,60,75,83,413,False,False,generation-v,NoUsage,NoUsage,0.0
497,serperior,grass,None,overgrow,None,contrary,3,63,75,75,95,75,95,113,528,False,False,generation-v,NoUsage,NoUsage,0.34286
498,tepig,fire,None,blaze,None,thick-fat,0,9,65,63,45,45,45,45,308,False,False,generation-v,NoUsage,NoUsage,0.0
499,pignite,fire,fighting,blaze,None,thick-fat,1,55,90,93,55,70,55,55,418,False,False,generation-v,NoUsage,NoUsage,0.0
500,emboar,fire,fighting,blaze,None,reckless,1,150,110,123,65,100,65,65,528,False,False,generation-v,NoUsage,NoUsage,0.01992
501,oshawott,water,None,torrent,None,shell-armor,0,5,55,55,45,63,45,45,308,False,False,generation-v,NoUsage,0.0,0.0
502,dewott,water,None,torrent,None,shell-armor,0,24,75,75,60,83,60,60,413,False,False,generation-v,NoUsage,0.0,0.0
503,samurott,water,None,torrent,None,shell-armor,1,94,95,100,85,108,70,70,528,False,False,generation-v,NoUsage,0.00776,0.00024
503,samurott-hisui,water,dark,torrent,None,sharpness,1,58,90,108,80,100,65,85,528,False,False,generation-v,NoUsage,0.53223,0.02996
504,patrat,normal,None,run-away,keen-eye,analytic,0,11,45,55,39,35,39,42,255,False,False,generation-v,NoUsage,NoUsage,NoUsage
505,watchog,normal,None,illuminate,keen-eye,analytic,1,27,60,85,69,60,69,77,420,False,False,generation-v,NoUsage,NoUsage,NoUsage
506,lillipup,normal,None,vital-spirit,pickup,run-away,0,4,45,60,45,25,45,55,275,False,False,generation-v,0.0,NoUsage,NoUsage
507,herdier,normal,None,intimidate,sand-rush,scrappy,0,14,65,80,65,35,65,60,370,False,False,generation-v,0.0,NoUsage,NoUsage
508,stoutland,normal,None,intimidate,sand-rush,scrappy,1,61,85,110,90,45,90,80,500,False,False,generation-v,0.00439,NoUsage,NoUsage
509,purrloin,dark,None,limber,unburden,prankster,0,10,41,50,37,50,37,66,281,False,False,generation-v,0.0,NoUsage,NoUsage
510,liepard,dark,None,limber,unburden,prankster,1,37,64,88,50,88,50,106,446,False,False,generation-v,0.29312,NoUsage,NoUsage
511,pansage,grass,None,gluttony,None,overgrow,0,10,50,53,48,53,48,64,316,False,False,generation-v,NoUsage,NoUsage,NoUsage
512,simisage,grass,None,gluttony,None,overgrow,1,30,75,98,63,98,63,101,498,False,False,generation-v,NoUsage,NoUsage,NoUsage
513,pansear,fire,None,gluttony,None,blaze,0,11,50,53,48,53,48,64,316,False,False,generation-v,NoUsage,NoUsage,NoUsage
514,simisear,fire,None,gluttony,None,blaze,1,28,75,98,63,98,63,101,498,False,False,generation-v,NoUsage,NoUsage,NoUsage
515,panpour,water,None,gluttony,None,torrent,0,13,50,53,48,53,48,64,316,False,False,generation-v,NoUsage,NoUsage,NoUsage
516,simipour,water,None,gluttony,None,torrent,1,29,75,98,63,98,63,101,498,False,False,generation-v,NoUsage,NoUsage,NoUsage
517,munna,psychic,None,forewarn,synchronize,telepathy,0,23,76,25,45,67,55,24,292,False,False,generation-v,0.0,NoUsage,NoUsage
518,musharna,psychic,None,forewarn,synchronize,telepathy,1,60,116,55,85,107,95,29,487,False,False,generation-v,8e-05,NoUsage,NoUsage
519,pidove,normal,flying,big-pecks,super-luck,rivalry,0,2,50,55,50,36,30,43,264,False,False,generation-v,0.0,NoUsage,NoUsage
520,tranquill,normal,flying,big-pecks,super-luck,rivalry,0,15,62,77,62,50,42,65,358,False,False,generation-v,0.0,NoUsage,NoUsage
521,unfezant,normal,flying,big-pecks,super-luck,rivalry,1,29,80,115,80,65,55,93,488,False,False,generation-v,0.0,NoUsage,NoUsage
522,blitzle,electric,None,lightning-rod,motor-drive,sap-sipper,0,29,45,60,32,50,32,76,295,False,False,generation-v,NoUsage,NoUsage,0.0
523,zebstrika,electric,None,lightning-rod,motor-drive,sap-sipper,1,79,75,100,63,80,63,116,497,False,False,generation-v,NoUsage,NoUsage,0.00333
524,roggenrola,rock,None,sturdy,weak-armor,sand-force,0,18,55,75,85,25,25,15,280,False,False,generation-v,0.0,NoUsage,NoUsage
525,boldore,rock,None,sturdy,weak-armor,sand-force,0,102,70,105,105,50,40,20,390,False,False,generation-v,0.0,NoUsage,NoUsage
526,gigalith,rock,None,sturdy,sand-stream,sand-force,1,260,85,135,130,60,80,25,515,False,False,generation-v,0.0116,NoUsage,NoUsage
527,woobat,psychic,flying,unaware,klutz,simple,0,2,65,45,43,55,43,72,323,False,False,generation-v,0.0,NoUsage,NoUsage
528,swoobat,psychic,flying,unaware,klutz,simple,0,10,67,57,55,77,55,114,425,False,False,generation-v,0.00216,NoUsage,NoUsage
529,drilbur,ground,None,sand-rush,sand-force,mold-breaker,0,8,60,85,40,30,45,68,328,False,False,generation-v,0.0,NoUsage,0.0
530,excadrill,ground,steel,sand-rush,sand-force,mold-breaker,0,40,110,135,60,50,65,88,508,False,False,generation-v,0.13112,NoUsage,0.70122
531,audino,normal,None,healer,regenerator,klutz,1,31,103,60,86,60,86,50,445,False,False,generation-v,0.00778,NoUsage,NoUsage
531,audino-mega,normal,fairy,healer,None,None ,1,32,103,60,126,80,126,50,545,False,False,generation-v,NoUsage,NoUsage,NoUsage
532,timburr,fighting,None,guts,sheer-force,iron-fist,0,12,75,80,55,25,35,35,305,False,False,generation-v,0.0,0.0,0.0
533,gurdurr,fighting,None,guts,sheer-force,iron-fist,1,40,85,105,85,40,50,40,405,False,False,generation-v,0.0,1e-05,0.0
534,conkeldurr,fighting,None,guts,sheer-force,iron-fist,1,87,105,140,95,55,65,45,505,False,False,generation-v,0.02901,0.41986,0.03591
535,tympole,water,None,swift-swim,hydration,water-absorb,0,4,50,50,40,50,40,64,294,False,False,generation-v,0.0,NoUsage,NoUsage
536,palpitoad,water,ground,swift-swim,hydration,water-absorb,0,17,75,65,55,65,55,69,384,False,False,generation-v,0.0,NoUsage,NoUsage
537,seismitoad,water,ground,swift-swim,poison-touch,water-absorb,1,62,105,95,75,85,75,74,509,False,False,generation-v,4.77767,NoUsage,NoUsage
538,throh,fighting,None,guts,inner-focus,mold-breaker,1,55,120,100,85,30,85,45,465,False,False,generation-v,0.0,NoUsage,NoUsage
539,sawk,fighting,None,sturdy,inner-focus,mold-breaker,1,51,75,125,75,30,75,85,465,False,False,generation-v,0.0,NoUsage,NoUsage
540,sewaddle,bug,grass,swarm,chlorophyll,overcoat,0,2,45,53,70,40,60,42,310,False,False,generation-v,NoUsage,0.0,0.0
541,swadloon,bug,grass,leaf-guard,chlorophyll,overcoat,0,7,55,63,90,50,80,42,380,False,False,generation-v,NoUsage,0.0,0.0
542,leavanny,bug,grass,swarm,chlorophyll,overcoat,1,20,75,103,80,70,80,92,500,False,False,generation-v,NoUsage,0.00706,0.00031
543,venipede,bug,poison,poison-point,swarm,speed-boost,0,5,30,45,59,30,39,57,260,False,False,generation-v,0.0,NoUsage,NoUsage
544,whirlipede,bug,poison,poison-point,swarm,speed-boost,1,58,40,55,99,40,79,47,360,False,False,generation-v,0.0,NoUsage,NoUsage
545,scolipede,bug,poison,poison-point,swarm,speed-boost,2,200,60,100,89,55,69,112,485,False,False,generation-v,0.00307,NoUsage,NoUsage
546,cottonee,grass,fairy,prankster,infiltrator,chlorophyll,0,0,40,27,60,37,50,66,280,False,False,generation-v,0.0,NoUsage,5e-05
547,whimsicott,grass,fairy,prankster,infiltrator,chlorophyll,0,6,60,67,85,77,75,116,480,False,False,generation-v,11.25129,NoUsage,4.8996
548,petilil,grass,None,chlorophyll,own-tempo,leaf-guard,0,6,45,35,50,70,50,30,280,False,False,generation-v,0.0,0.0,0.0
549,lilligant,grass,None,chlorophyll,own-tempo,leaf-guard,1,16,70,60,75,110,75,90,480,False,False,generation-v,0.02567,1.45476,0.03788
549,lilligant-hisui,grass,fighting,chlorophyll,hustle,leaf-guard,1,19,70,105,75,50,75,105,480,False,False,generation-v,NoUsage,3.478,0.97988
550,basculin,water,None,reckless,adaptability,mold-breaker,1,18,70,92,65,80,55,98,460,False,False,generation-v,0.0,8e-05,0.0
550,basculin-blue-striped,water,None,rock-head,adaptability,mold-breaker,1,18,70,92,65,80,55,98,460,False,False,generation-v,NoUsage,NoUsage,NoUsage
550,basculin-white-striped,water,None,rattled,adaptability,mold-breaker,1,18,70,92,65,80,55,98,460,False,False,generation-v,NoUsage,NoUsage,NoUsage
551,sandile,ground,dark,intimidate,moxie,anger-point,0,15,50,72,35,35,35,65,292,False,False,generation-v,0.0,0.0,0.0
552,krokorok,ground,dark,intimidate,moxie,anger-point,1,33,60,82,45,45,45,74,351,False,False,generation-v,0.0,0.0,0.0
553,krookodile,ground,dark,intimidate,moxie,anger-point,1,96,95,117,80,65,70,92,519,False,False,generation-v,0.08989,0.05333,0.01055
554,darumaka,fire,None,hustle,None,inner-focus,0,37,70,90,45,15,45,50,315,False,False,generation-v,0.0,NoUsage,NoUsage
554,darumaka-galar,ice,None,hustle,None,inner-focus,0,40,70,90,45,15,45,50,315,False,False,generation-v,0.0,NoUsage,NoUsage
555,darmanitan,fire,None,sheer-force,None,zen-mode,1,92,105,140,55,30,55,95,480,False,False,generation-v,0.00235,NoUsage,NoUsage
555,darmanitan-zen,fire,psychic,sheer-force,None,zen-mode,1,92,105,30,105,140,105,55,540,False,False,generation-v,NoUsage,NoUsage,NoUsage
555,darmanitan-galar,ice,None,gorilla-tactics,None,zen-mode,1,120,105,140,55,30,55,95,480,False,False,generation-v,0.11772,NoUsage,NoUsage
555,darmanitan-galar-zen,ice,fire,gorilla-tactics,None,zen-mode,1,120,105,160,55,30,55,135,540,False,False,generation-v,NoUsage,NoUsage,NoUsage
556,maractus,grass,None,water-absorb,chlorophyll,storm-drain,1,28,75,86,67,106,67,60,461,False,False,generation-v,0.00137,NoUsage,NoUsage
557,dwebble,bug,rock,sturdy,shell-armor,weak-armor,0,14,50,65,85,35,35,55,325,False,False,generation-v,0.0,NoUsage,NoUsage
558,crustle,bug,rock,sturdy,shell-armor,weak-armor,1,200,70,105,125,65,75,45,485,False,False,generation-v,0.00012,NoUsage,NoUsage
559,scraggy,dark,fighting,shed-skin,moxie,intimidate,0,11,50,75,70,35,70,48,348,False,False,generation-v,0.0,NoUsage,0.0
560,scrafty,dark,fighting,shed-skin,moxie,intimidate,1,30,65,90,115,45,115,58,488,False,False,generation-v,0.05289,NoUsage,0.02513
561,sigilyph,psychic,flying,wonder-skin,magic-guard,tinted-lens,1,14,72,58,80,103,80,97,490,False,False,generation-v,0.00997,NoUsage,NoUsage
562,yamask,ghost,None,mummy,None,None ,0,1,38,30,85,55,65,30,303,False,False,generation-v,0.0,NoUsage,NoUsage
562,yamask-galar,ground,ghost,wandering-spirit,None,None ,0,1,38,55,85,30,65,30,303,False,False,generation-v,0.0,NoUsage,NoUsage
563,cofagrigus,ghost,None,mummy,None,None ,1,76,58,50,145,95,105,30,483,False,False,generation-v,0.05676,NoUsage,NoUsage
564,tirtouga,water,rock,solid-rock,sturdy,swift-swim,0,16,54,78,103,53,45,22,355,False,False,generation-v,0.0,NoUsage,NoUsage
565,carracosta,water,rock,solid-rock,sturdy,swift-swim,1,81,74,108,133,83,65,32,495,False,False,generation-v,0.00032,NoUsage,NoUsage
566,archen,rock,flying,defeatist,None,None ,0,9,55,112,45,74,45,70,401,False,False,generation-v,0.0,NoUsage,NoUsage
567,archeops,rock,flying,defeatist,None,None ,1,32,75,140,65,112,65,110,567,False,False,generation-v,0.00348,NoUsage,NoUsage
568,trubbish,poison,None,stench,sticky-hold,aftermath,0,31,50,50,62,40,62,65,329,False,False,generation-v,0.0,NoUsage,NoUsage
569,garbodor,poison,None,stench,weak-armor,aftermath,1,107,80,95,82,60,82,75,474,False,False,generation-v,2e-05,NoUsage,NoUsage
569,garbodor-gmax,poison,None,stench,weak-armor,aftermath,21,1000,80,95,82,60,82,75,474,False,False,generation-v,NoUsage,NoUsage,NoUsage
570,zorua,dark,None,illusion,None,None ,0,12,40,65,40,80,40,65,330,False,False,generation-v,0.0,0.0,0.0
570,zorua-hisui,normal,ghost,illusion,None,None ,0,12,35,60,40,85,40,70,330,False,False,generation-v,NoUsage,0.0,0.0
571,zoroark,dark,None,illusion,None,None ,1,81,60,105,60,120,60,105,510,False,False,generation-v,0.03047,0.0166,0.00486
571,zoroark-hisui,normal,ghost,illusion,None,None ,1,73,55,100,60,125,60,110,510,False,False,generation-v,NoUsage,0.00153,0.49756
572,minccino,normal,None,cute-charm,technician,skill-link,0,5,55,50,40,40,40,75,300,False,False,generation-v,0.0,NoUsage,0.0
573,cinccino,normal,None,cute-charm,technician,skill-link,0,7,75,95,60,65,60,115,470,False,False,generation-v,0.00031,NoUsage,0.01714
574,gothita,psychic,None,frisk,competitive,shadow-tag,0,5,45,30,50,55,65,45,290,False,False,generation-v,0.0,0.0,0.0
575,gothorita,psychic,None,frisk,competitive,shadow-tag,0,18,60,45,70,75,85,55,390,False,False,generation-v,0.0,0.04104,0.03877
576,gothitelle,psychic,None,frisk,competitive,shadow-tag,1,44,70,55,95,95,110,65,490,False,False,generation-v,1.45785,4.23636,0.43794
577,solosis,psychic,None,overcoat,magic-guard,regenerator,0,1,45,30,40,105,50,20,290,False,False,generation-v,0.0,NoUsage,0.0
578,duosion,psychic,None,overcoat,magic-guard,regenerator,0,8,65,40,50,125,60,30,370,False,False,generation-v,0.0,NoUsage,0.0
579,reuniclus,psychic,None,overcoat,magic-guard,regenerator,1,20,110,65,75,125,85,30,490,False,False,generation-v,0.0041,NoUsage,0.08821
580,ducklett,water,flying,keen-eye,big-pecks,hydration,0,5,62,44,50,44,50,55,305,False,False,generation-v,NoUsage,0.0,0.0
581,swanna,water,flying,keen-eye,big-pecks,hydration,1,24,75,87,63,87,63,98,473,False,False,generation-v,NoUsage,0.00055,0.0
582,vanillite,ice,None,ice-body,snow-cloak,weak-armor,0,5,36,50,50,65,60,44,305,False,False,generation-v,0.0,NoUsage,NoUsage
583,vanillish,ice,None,ice-body,snow-cloak,weak-armor,1,41,51,65,65,80,75,59,395,False,False,generation-v,0.0,NoUsage,NoUsage
584,vanilluxe,ice,None,ice-body,snow-warning,weak-armor,1,57,71,95,85,110,95,79,535,False,False,generation-v,0.0,NoUsage,NoUsage
585,deerling,normal,grass,chlorophyll,sap-sipper,serene-grace,0,19,60,60,50,40,50,75,335,False,False,generation-v,NoUsage,0.0,0.0
586,sawsbuck,normal,grass,chlorophyll,sap-sipper,serene-grace,1,92,80,100,70,60,70,95,475,False,False,generation-v,NoUsage,0.0072,0.00345
587,emolga,electric,flying,static,None,motor-drive,0,5,55,75,60,75,60,103,428,False,False,generation-v,3e-05,NoUsage,NoUsage
588,karrablast,bug,None,swarm,shed-skin,no-guard,0,5,50,75,45,40,45,60,315,False,False,generation-v,0.0,NoUsage,NoUsage
589,escavalier,bug,steel,swarm,shell-armor,overcoat,1,33,70,135,105,60,105,20,495,False,False,generation-v,0.04285,NoUsage,NoUsage
590,foongus,grass,poison,effect-spore,None,regenerator,0,1,69,55,45,55,55,15,294,False,False,generation-v,0.0,0.0,0.00013
591,amoonguss,grass,poison,effect-spore,None,regenerator,0,10,114,85,70,85,80,30,464,False,False,generation-v,17.61546,27.2443,19.88122
592,frillish,water,ghost,water-absorb,cursed-body,damp,1,33,55,40,50,65,85,40,335,False,False,generation-v,0.0,NoUsage,NoUsage
593,jellicent,water,ghost,water-absorb,cursed-body,damp,2,135,100,60,70,85,105,60,480,False,False,generation-v,0.38214,NoUsage,NoUsage
594,alomomola,water,None,healer,hydration,regenerator,1,31,165,75,80,40,45,65,470,False,False,generation-v,NoUsage,0.00816,0.00376
595,joltik,bug,electric,compound-eyes,unnerve,swarm,0,0,50,47,50,57,50,65,319,False,False,generation-v,0.0,NoUsage,0.0
596,galvantula,bug,electric,compound-eyes,unnerve,swarm,0,14,70,77,60,97,60,108,472,False,False,generation-v,0.00232,NoUsage,0.01135
597,ferroseed,grass,steel,iron-barbs,None,None ,0,18,44,50,91,24,86,10,305,False,False,generation-v,0.0,NoUsage,NoUsage
598,ferrothorn,grass,steel,iron-barbs,None,anticipation,1,110,74,94,131,54,116,20,489,False,False,generation-v,6.54774,NoUsage,NoUsage
599,klink,steel,None,plus,minus,clear-body,0,21,40,55,70,45,60,30,300,False,False,generation-v,0.0,NoUsage,NoUsage
600,klang,steel,None,plus,minus,clear-body,0,51,60,80,95,70,85,50,440,False,False,generation-v,0.0,NoUsage,NoUsage
601,klinklang,steel,None,plus,minus,clear-body,0,81,60,100,115,70,85,90,520,False,False,generation-v,0.0,NoUsage,NoUsage
602,tynamo,electric,None,levitate,None,None ,0,0,35,55,40,45,40,60,275,False,False,generation-v,NoUsage,0.0,0.0
603,eelektrik,electric,None,levitate,None,None ,1,22,65,85,70,75,70,40,405,False,False,generation-v,NoUsage,0.0,0.0
604,eelektross,electric,None,levitate,None,None ,2,80,85,115,80,105,80,50,515,False,False,generation-v,NoUsage,0.06318,0.00403
605,elgyem,psychic,None,telepathy,synchronize,analytic,0,9,55,55,55,85,55,30,335,False,False,generation-v,0.0,NoUsage,NoUsage
606,beheeyem,psychic,None,telepathy,synchronize,analytic,1,34,75,75,75,125,95,40,485,False,False,generation-v,0.0,NoUsage,NoUsage
607,litwick,ghost,fire,flash-fire,flame-body,infiltrator,0,3,50,30,55,65,55,20,275,False,False,generation-v,0.0,0.0,0.0
608,lampent,ghost,fire,flash-fire,flame-body,infiltrator,0,13,60,40,60,95,60,55,370,False,False,generation-v,0.0,0.0,0.0
609,chandelure,ghost,fire,flash-fire,flame-body,infiltrator,1,34,60,55,90,145,90,80,520,False,False,generation-v,0.10225,0.59007,0.08135
610,axew,dragon,None,rivalry,mold-breaker,unnerve,0,18,46,87,60,30,40,57,320,False,False,generation-v,0.0,0.0,0.0
611,fraxure,dragon,None,rivalry,mold-breaker,unnerve,1,36,66,117,70,40,50,67,410,False,False,generation-v,0.0,0.0,0.0
612,haxorus,dragon,None,rivalry,mold-breaker,unnerve,1,105,76,147,90,60,70,97,540,False,False,generation-v,0.07952,0.03509,0.01502
613,cubchoo,ice,None,snow-cloak,slush-rush,rattled,0,8,55,70,40,60,40,40,305,False,False,generation-v,0.0,0.0,0.0
614,beartic,ice,None,snow-cloak,slush-rush,swift-swim,2,260,95,130,80,70,80,50,505,False,False,generation-v,0.00142,0.06871,0.00493
615,cryogonal,ice,None,levitate,None,None ,1,148,80,50,50,95,135,105,515,False,False,generation-v,0.0,0.0,0.00959
616,shelmet,bug,None,hydration,shell-armor,overcoat,0,7,50,40,85,40,65,25,305,False,False,generation-v,0.0,NoUsage,NoUsage
617,accelgor,bug,None,hydration,sticky-hold,unburden,0,25,80,70,40,100,60,145,495,False,False,generation-v,0.02835,NoUsage,NoUsage
618,stunfisk,ground,electric,static,limber,sand-veil,0,11,109,66,84,81,99,32,471,False,False,generation-v,0.0,NoUsage,NoUsage
618,stunfisk-galar,ground,steel,mimicry,None,None ,0,20,109,81,99,66,84,32,471,False,False,generation-v,0.0,NoUsage,NoUsage
619,mienfoo,fighting,None,inner-focus,regenerator,reckless,0,20,45,85,50,55,50,65,350,False,False,generation-v,0.0,0.0,0.0
620,mienshao,fighting,None,inner-focus,regenerator,reckless,1,35,65,125,60,95,60,105,510,False,False,generation-v,0.48225,0.14468,0.09754
621,druddigon,dragon,None,rough-skin,sheer-force,mold-breaker,1,139,77,120,90,60,90,48,485,False,False,generation-v,0.0,NoUsage,NoUsage
622,golett,ground,ghost,iron-fist,klutz,no-guard,1,92,59,74,50,35,50,35,303,False,False,generation-v,0.0,NoUsage,0.0
623,golurk,ground,ghost,iron-fist,klutz,no-guard,2,330,89,124,80,55,80,55,483,False,False,generation-v,0.0,NoUsage,0.01272
624,pawniard,dark,steel,defiant,inner-focus,pressure,0,10,45,85,70,40,40,60,340,False,False,generation-v,0.0,0.0,0.0
625,bisharp,dark,steel,defiant,inner-focus,pressure,1,70,65,125,100,60,70,70,490,False,False,generation-v,0.04871,0.046,0.00579
626,bouffalant,normal,None,reckless,sap-sipper,soundproof,1,94,95,110,95,40,95,55,490,False,False,generation-v,6e-05,NoUsage,NoUsage
627,rufflet,normal,flying,keen-eye,sheer-force,hustle,0,10,70,83,50,37,50,60,350,False,False,generation-v,0.0,0.0,0.0
628,braviary,normal,flying,keen-eye,sheer-force,defiant,1,41,100,123,75,57,75,80,510,False,False,generation-v,0.24137,0.06911,0.01614
628,braviary-hisui,psychic,flying,keen-eye,sheer-force,tinted-lens,1,43,110,83,70,112,70,65,510,False,False,generation-v,NoUsage,0.21846,0.0097
629,vullaby,dark,flying,big-pecks,overcoat,weak-armor,0,9,70,55,75,45,65,60,370,False,False,generation-v,0.0,0.0,0.0
630,mandibuzz,dark,flying,big-pecks,overcoat,weak-armor,1,39,110,65,105,55,95,80,510,False,False,generation-v,0.01191,0.12325,0.01094
631,heatmor,fire,None,gluttony,flash-fire,white-smoke,1,58,85,97,66,105,66,65,484,False,False,generation-v,0.0,NoUsage,NoUsage
632,durant,bug,steel,swarm,hustle,truant,0,33,58,109,112,48,48,109,484,False,False,generation-v,0.01686,NoUsage,NoUsage
633,deino,dark,dragon,hustle,None,None ,0,17,52,65,50,45,50,38,300,False,False,generation-v,0.0,0.0,0.0
634,zweilous,dark,dragon,hustle,None,None ,1,50,72,85,70,65,70,58,420,False,False,generation-v,0.0,0.0,0.0
635,hydreigon,dark,dragon,levitate,None,None ,1,160,92,105,90,125,90,98,600,False,False,generation-v,0.38608,3.26093,0.05332
636,larvesta,bug,fire,flame-body,None,swarm,1,28,55,85,55,50,55,60,360,False,False,generation-v,0.0,0.0,0.0
637,volcarona,bug,fire,flame-body,None,swarm,1,46,85,60,65,135,105,100,550,False,False,generation-v,1.19954,9.58417,0.77955
638,cobalion,steel,fighting,justified,None,None ,2,250,91,90,129,90,72,108,580,True,False,generation-v,0.03244,NoUsage,0.03285
639,terrakion,rock,fighting,justified,None,None ,1,260,91,129,90,72,90,108,580,True,False,generation-v,0.04564,NoUsage,0.95251
